"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2015-07-09 17:20:32 +02:00"

Year,"Country / territory of asylum/residence",Origin,"Population type",Value
2014,Liberia,"Central African Rep.",Asylum-seekers,*
2014,Liberia,"Côte d'Ivoire",Asylum-seekers,*
2014,Liberia,"Dem. Rep. of the Congo",Asylum-seekers,*
2014,Liberia,Algeria,Asylum-seekers,*
2014,Liberia,Eritrea,Asylum-seekers,*
2014,Liberia,Ethiopia,Asylum-seekers,*
2014,Liberia,Ghana,Asylum-seekers,
2014,Liberia,Guinea,Asylum-seekers,*
2014,Liberia,Gambia,Asylum-seekers,
2014,Liberia,Haiti,Asylum-seekers,*
2014,Liberia,Iraq,Asylum-seekers,*
2014,Liberia,Cambodia,Asylum-seekers,
2014,Liberia,Liberia,Asylum-seekers,
2014,Liberia,Mali,Asylum-seekers,5
2014,Liberia,Mauritania,Asylum-seekers,
2014,Liberia,Nigeria,Asylum-seekers,8
2014,Liberia,Pakistan,Asylum-seekers,6
2014,Liberia,Palestinian,Asylum-seekers,*
2014,Liberia,Rwanda,Asylum-seekers,
2014,Liberia,Sudan,Asylum-seekers,
2014,Liberia,"Sierra Leone",Asylum-seekers,*
2014,Liberia,Somalia,Asylum-seekers,*
2014,Liberia,"Syrian Arab Rep.",Asylum-seekers,*
2014,Liberia,Togo,Asylum-seekers,9
2014,Liberia,Uganda,Asylum-seekers,
2014,Liberia,"South Africa",Asylum-seekers,*
2014,Libya,Afghanistan,Asylum-seekers,*
2014,Libya,"Côte d'Ivoire",Asylum-seekers,*
2014,Libya,Cameroon,Asylum-seekers,*
2014,Libya,"Dem. Rep. of the Congo",Asylum-seekers,11
2014,Libya,Congo,Asylum-seekers,*
2014,Libya,Algeria,Asylum-seekers,*
2014,Libya,Egypt,Asylum-seekers,*
2014,Libya,Eritrea,Asylum-seekers,4234
2014,Libya,Ethiopia,Asylum-seekers,460
2014,Libya,Ghana,Asylum-seekers,*
2014,Libya,Gambia,Asylum-seekers,*
2014,Libya,Guinea-Bissau,Asylum-seekers,*
2014,Libya,Iraq,Asylum-seekers,533
2014,Libya,Jordan,Asylum-seekers,*
2014,Libya,Liberia,Asylum-seekers,*
2014,Libya,Libya,Asylum-seekers,
2014,Libya,Morocco,Asylum-seekers,*
2014,Libya,Mali,Asylum-seekers,*
2014,Libya,Nigeria,Asylum-seekers,*
2014,Libya,Palestinian,Asylum-seekers,9
2014,Libya,Sudan,Asylum-seekers,1415
2014,Libya,"Sierra Leone",Asylum-seekers,*
2014,Libya,Somalia,Asylum-seekers,2168
2014,Libya,"Syrian Arab Rep.",Asylum-seekers,
2014,Libya,Chad,Asylum-seekers,51
2014,Libya,Togo,Asylum-seekers,*
2014,Libya,Tunisia,Asylum-seekers,*
2014,Libya,Ukraine,Asylum-seekers,*
2014,"Saint Lucia","Sri Lanka",Asylum-seekers,*
2014,"Saint Lucia","Syrian Arab Rep.",Asylum-seekers,
2014,Liechtenstein,Afghanistan,Asylum-seekers,*
2014,Liechtenstein,Albania,Asylum-seekers,*
2014,Liechtenstein,Armenia,Asylum-seekers,8
2014,Liechtenstein,"Bosnia and Herzegovina",Asylum-seekers,*
2014,Liechtenstein,Belarus,Asylum-seekers,*
2014,Liechtenstein,China,Asylum-seekers,*
2014,Liechtenstein,Algeria,Asylum-seekers,*
2014,Liechtenstein,Egypt,Asylum-seekers,*
2014,Liechtenstein,Eritrea,Asylum-seekers,*
2014,Liechtenstein,Ethiopia,Asylum-seekers,
2014,Liechtenstein,Croatia,Asylum-seekers,6
2014,Liechtenstein,Hungary,Asylum-seekers,*
2014,Liechtenstein,"Iran (Islamic Rep. of)",Asylum-seekers,
2014,Liechtenstein,Iraq,Asylum-seekers,
2014,Liechtenstein,Kyrgyzstan,Asylum-seekers,*
2014,Liechtenstein,Liechtenstein,Asylum-seekers,
2014,Liechtenstein,Nigeria,Asylum-seekers,*
2014,Liechtenstein,Pakistan,Asylum-seekers,*
2014,Liechtenstein,Romania,Asylum-seekers,*
2014,Liechtenstein,"Russian Federation",Asylum-seekers,6
2014,Liechtenstein,Somalia,Asylum-seekers,21
2014,Liechtenstein,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,5
2014,Liechtenstein,"Syrian Arab Rep.",Asylum-seekers,*
2014,Liechtenstein,Ukraine,Asylum-seekers,*
2014,Liechtenstein,Various/Unknown,Asylum-seekers,*
2014,"Sri Lanka",Afghanistan,Asylum-seekers,88
2014,"Sri Lanka",Eritrea,Asylum-seekers,*
2014,"Sri Lanka","Iran (Islamic Rep. of)",Asylum-seekers,5
2014,"Sri Lanka",Iraq,Asylum-seekers,*
2014,"Sri Lanka","Sri Lanka",Asylum-seekers,
2014,"Sri Lanka",Maldives,Asylum-seekers,*
2014,"Sri Lanka",Myanmar,Asylum-seekers,10
2014,"Sri Lanka",Nigeria,Asylum-seekers,*
2014,"Sri Lanka",Pakistan,Asylum-seekers,832
2014,"Sri Lanka",Palestinian,Asylum-seekers,*
2014,"Sri Lanka",Somalia,Asylum-seekers,*
2014,"Sri Lanka","Syrian Arab Rep.",Asylum-seekers,5
2014,"Sri Lanka",Tunisia,Asylum-seekers,*
2014,"Sri Lanka",Ukraine,Asylum-seekers,*
2014,"Sri Lanka",Yemen,Asylum-seekers,*
2014,Lesotho,"Dem. Rep. of the Congo",Asylum-seekers,*
2014,Lesotho,Algeria,Asylum-seekers,
2014,Lesotho,Eritrea,Asylum-seekers,
2014,Lesotho,Ethiopia,Asylum-seekers,*
2014,Lesotho,Uganda,Asylum-seekers,
2014,Lesotho,Zimbabwe,Asylum-seekers,
2014,Lithuania,Afghanistan,Asylum-seekers,46
2014,Lithuania,Armenia,Asylum-seekers,*
2014,Lithuania,Azerbaijan,Asylum-seekers,*
2014,Lithuania,Benin,Asylum-seekers,*
2014,Lithuania,Belarus,Asylum-seekers,*
2014,Lithuania,"Côte d'Ivoire",Asylum-seekers,
2014,Lithuania,Cameroon,Asylum-seekers,*
2014,Lithuania,"Dem. Rep. of the Congo",Asylum-seekers,*
2014,Lithuania,Cuba,Asylum-seekers,
2014,Lithuania,Germany,Asylum-seekers,*
2014,Lithuania,Egypt,Asylum-seekers,*
2014,Lithuania,Eritrea,Asylum-seekers,
2014,Lithuania,Ethiopia,Asylum-seekers,
2014,Lithuania,Georgia,Asylum-seekers,33
2014,Lithuania,Guinea,Asylum-seekers,*
2014,Lithuania,India,Asylum-seekers,*
2014,Lithuania,"Iran (Islamic Rep. of)",Asylum-seekers,*
2014,Lithuania,Iraq,Asylum-seekers,*
2014,Lithuania,Israel,Asylum-seekers,
2014,Lithuania,Kazakhstan,Asylum-seekers,*
2014,Lithuania,Kyrgyzstan,Asylum-seekers,*
2014,Lithuania,"Sri Lanka",Asylum-seekers,*
2014,Lithuania,Lithuania,Asylum-seekers,
2014,Lithuania,Mexico,Asylum-seekers,*
2014,Lithuania,Nigeria,Asylum-seekers,*
2014,Lithuania,Nepal,Asylum-seekers,*
2014,Lithuania,Pakistan,Asylum-seekers,*
2014,Lithuania,"Russian Federation",Asylum-seekers,13
2014,Lithuania,Somalia,Asylum-seekers,
2014,Lithuania,"Syrian Arab Rep.",Asylum-seekers,*
2014,Lithuania,Togo,Asylum-seekers,
2014,Lithuania,Tajikistan,Asylum-seekers,*
2014,Lithuania,Ukraine,Asylum-seekers,21
2014,Lithuania,"United States of America",Asylum-seekers,*
2014,Lithuania,Uzbekistan,Asylum-seekers,
2014,Lithuania,"Viet Nam",Asylum-seekers,6
2014,Lithuania,Stateless,Asylum-seekers,*
2014,Lithuania,Yemen,Asylum-seekers,
2014,Lithuania,Zimbabwe,Asylum-seekers,
2014,Luxembourg,Afghanistan,Asylum-seekers,16
2014,Luxembourg,Angola,Asylum-seekers,7
2014,Luxembourg,Albania,Asylum-seekers,73
2014,Luxembourg,Armenia,Asylum-seekers,5
2014,Luxembourg,Azerbaijan,Asylum-seekers,14
2014,Luxembourg,Burundi,Asylum-seekers,*
2014,Luxembourg,Benin,Asylum-seekers,*
2014,Luxembourg,"Burkina Faso",Asylum-seekers,*
2014,Luxembourg,Bangladesh,Asylum-seekers,*
2014,Luxembourg,"Bosnia and Herzegovina",Asylum-seekers,105
2014,Luxembourg,Belarus,Asylum-seekers,20
2014,Luxembourg,Bhutan,Asylum-seekers,*
2014,Luxembourg,"Central African Rep.",Asylum-seekers,*
2014,Luxembourg,China,Asylum-seekers,*
2014,Luxembourg,"Côte d'Ivoire",Asylum-seekers,15
2014,Luxembourg,Cameroon,Asylum-seekers,24
2014,Luxembourg,"Dem. Rep. of the Congo",Asylum-seekers,31
2014,Luxembourg,Congo,Asylum-seekers,*
2014,Luxembourg,"Cabo Verde",Asylum-seekers,*
2014,Luxembourg,"Costa Rica",Asylum-seekers,
2014,Luxembourg,Algeria,Asylum-seekers,61
2014,Luxembourg,Egypt,Asylum-seekers,*
2014,Luxembourg,Eritrea,Asylum-seekers,53
2014,Luxembourg,Ethiopia,Asylum-seekers,15
2014,Luxembourg,Gabon,Asylum-seekers,*
2014,Luxembourg,Georgia,Asylum-seekers,15
2014,Luxembourg,Ghana,Asylum-seekers,*
2014,Luxembourg,Guinea,Asylum-seekers,17
2014,Luxembourg,Gambia,Asylum-seekers,11
2014,Luxembourg,Guinea-Bissau,Asylum-seekers,*
2014,Luxembourg,"Equatorial Guinea",Asylum-seekers,*
2014,Luxembourg,India,Asylum-seekers,*
2014,Luxembourg,"Iran (Islamic Rep. of)",Asylum-seekers,24
2014,Luxembourg,Iraq,Asylum-seekers,40
2014,Luxembourg,Israel,Asylum-seekers,*
2014,Luxembourg,Italy,Asylum-seekers,*
2014,Luxembourg,Jordan,Asylum-seekers,*
2014,Luxembourg,Kazakhstan,Asylum-seekers,*
2014,Luxembourg,Kenya,Asylum-seekers,*
2014,Luxembourg,Kyrgyzstan,Asylum-seekers,*
2014,Luxembourg,Kuwait,Asylum-seekers,*
2014,Luxembourg,Lebanon,Asylum-seekers,*
2014,Luxembourg,Liberia,Asylum-seekers,13
2014,Luxembourg,Libya,Asylum-seekers,17
2014,Luxembourg,"Sri Lanka",Asylum-seekers,*
2014,Luxembourg,Lithuania,Asylum-seekers,*
2014,Luxembourg,Luxembourg,Asylum-seekers,
2014,Luxembourg,Morocco,Asylum-seekers,16
2014,Luxembourg,"Rep. of Moldova",Asylum-seekers,*
2014,Luxembourg,"The former Yugoslav Republic of Macedonia",Asylum-seekers,28
2014,Luxembourg,Mali,Asylum-seekers,5
2014,Luxembourg,Montenegro,Asylum-seekers,90
2014,Luxembourg,Mongolia,Asylum-seekers,
2014,Luxembourg,Mauritania,Asylum-seekers,*
2014,Luxembourg,Niger,Asylum-seekers,*
2014,Luxembourg,Nigeria,Asylum-seekers,61
2014,Luxembourg,Nepal,Asylum-seekers,*
2014,Luxembourg,Pakistan,Asylum-seekers,*
2014,Luxembourg,Peru,Asylum-seekers,
2014,Luxembourg,"Dem. People's Rep. of Korea",Asylum-seekers,11
2014,Luxembourg,Palestinian,Asylum-seekers,16
2014,Luxembourg,"Russian Federation",Asylum-seekers,19
2014,Luxembourg,Rwanda,Asylum-seekers,*
2014,Luxembourg,Sudan,Asylum-seekers,9
2014,Luxembourg,Senegal,Asylum-seekers,*
2014,Luxembourg,"Sierra Leone",Asylum-seekers,5
2014,Luxembourg,Somalia,Asylum-seekers,18
2014,Luxembourg,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,179
2014,Luxembourg,"South Sudan",Asylum-seekers,*
2014,Luxembourg,"Syrian Arab Rep.",Asylum-seekers,60
2014,Luxembourg,Chad,Asylum-seekers,*
2014,Luxembourg,Togo,Asylum-seekers,11
2014,Luxembourg,Tajikistan,Asylum-seekers,
2014,Luxembourg,Turkmenistan,Asylum-seekers,
2014,Luxembourg,Tunisia,Asylum-seekers,60
2014,Luxembourg,Turkey,Asylum-seekers,33
2014,Luxembourg,"United Rep. of Tanzania",Asylum-seekers,*
2014,Luxembourg,Uganda,Asylum-seekers,*
2014,Luxembourg,Ukraine,Asylum-seekers,23
2014,Luxembourg,Uruguay,Asylum-seekers,
2014,Luxembourg,Uzbekistan,Asylum-seekers,
2014,Luxembourg,"Viet Nam",Asylum-seekers,
2014,Luxembourg,Stateless,Asylum-seekers,*
2014,Luxembourg,Various/Unknown,Asylum-seekers,*
2014,Luxembourg,Zimbabwe,Asylum-seekers,*
2014,Latvia,Afghanistan,Asylum-seekers,12
2014,Latvia,Armenia,Asylum-seekers,5
2014,Latvia,Azerbaijan,Asylum-seekers,
2014,Latvia,Benin,Asylum-seekers,*
2014,Latvia,Bangladesh,Asylum-seekers,*
2014,Latvia,Belarus,Asylum-seekers,*
2014,Latvia,"Côte d'Ivoire",Asylum-seekers,*
2014,Latvia,Cameroon,Asylum-seekers,*
2014,Latvia,"Dem. Rep. of the Congo",Asylum-seekers,*
2014,Latvia,Colombia,Asylum-seekers,
2014,Latvia,Cuba,Asylum-seekers,*
2014,Latvia,Algeria,Asylum-seekers,*
2014,Latvia,Egypt,Asylum-seekers,*
2014,Latvia,Eritrea,Asylum-seekers,*
2014,Latvia,Georgia,Asylum-seekers,115
2014,Latvia,Ghana,Asylum-seekers,
2014,Latvia,"Iran (Islamic Rep. of)",Asylum-seekers,*
2014,Latvia,Iraq,Asylum-seekers,14
2014,Latvia,Kazakhstan,Asylum-seekers,*
2014,Latvia,Kenya,Asylum-seekers,
2014,Latvia,Kyrgyzstan,Asylum-seekers,
2014,Latvia,"Sri Lanka",Asylum-seekers,*
2014,Latvia,Latvia,Asylum-seekers,
2014,Latvia,Morocco,Asylum-seekers,*
2014,Latvia,Nigeria,Asylum-seekers,*
2014,Latvia,Pakistan,Asylum-seekers,
2014,Latvia,Palestinian,Asylum-seekers,*
2014,Latvia,"Russian Federation",Asylum-seekers,5
2014,Latvia,Sudan,Asylum-seekers,
2014,Latvia,Somalia,Asylum-seekers,*
2014,Latvia,"Syrian Arab Rep.",Asylum-seekers,17
2014,Latvia,Turkey,Asylum-seekers,
2014,Latvia,Ukraine,Asylum-seekers,52
2014,Latvia,Uzbekistan,Asylum-seekers,*
2014,Latvia,"Viet Nam",Asylum-seekers,10
2014,Latvia,Stateless,Asylum-seekers,*
2014,Latvia,Various/Unknown,Asylum-seekers,*
2014,"Macao SAR, China",Afghanistan,Asylum-seekers,*
2014,"Macao SAR, China",Cameroon,Asylum-seekers,*
2014,"Macao SAR, China",India,Asylum-seekers,*
2014,"Macao SAR, China","Syrian Arab Rep.",Asylum-seekers,*
2014,Morocco,Afghanistan,Asylum-seekers,
2014,Morocco,Angola,Asylum-seekers,6
2014,Morocco,Benin,Asylum-seekers,7
2014,Morocco,"Burkina Faso",Asylum-seekers,5
2014,Morocco,Bangladesh,Asylum-seekers,*
2014,Morocco,Botswana,Asylum-seekers,*
2014,Morocco,"Central African Rep.",Asylum-seekers,97
2014,Morocco,China,Asylum-seekers,
2014,Morocco,"Côte d'Ivoire",Asylum-seekers,369
2014,Morocco,Cameroon,Asylum-seekers,169
2014,Morocco,"Dem. Rep. of the Congo",Asylum-seekers,527
2014,Morocco,Congo,Asylum-seekers,59
2014,Morocco,Colombia,Asylum-seekers,*
2014,Morocco,Algeria,Asylum-seekers,6
2014,Morocco,Egypt,Asylum-seekers,*
2014,Morocco,Eritrea,Asylum-seekers,*
2014,Morocco,Ethiopia,Asylum-seekers,*
2014,Morocco,Gabon,Asylum-seekers,*
2014,Morocco,"United Kingdom",Asylum-seekers,*
2014,Morocco,Ghana,Asylum-seekers,6
2014,Morocco,Guinea,Asylum-seekers,92
2014,Morocco,Gambia,Asylum-seekers,9
2014,Morocco,Guinea-Bissau,Asylum-seekers,*
2014,Morocco,Guatemala,Asylum-seekers,*
2014,Morocco,Iraq,Asylum-seekers,16
2014,Morocco,Jordan,Asylum-seekers,*
2014,Morocco,Kenya,Asylum-seekers,6
2014,Morocco,Liberia,Asylum-seekers,23
2014,Morocco,Libya,Asylum-seekers,*
2014,Morocco,Mali,Asylum-seekers,183
2014,Morocco,Mauritania,Asylum-seekers,*
2014,Morocco,Malawi,Asylum-seekers,*
2014,Morocco,Namibia,Asylum-seekers,*
2014,Morocco,Niger,Asylum-seekers,7
2014,Morocco,Nigeria,Asylum-seekers,132
2014,Morocco,Nepal,Asylum-seekers,*
2014,Morocco,Pakistan,Asylum-seekers,*
2014,Morocco,Philippines,Asylum-seekers,*
2014,Morocco,Palestinian,Asylum-seekers,14
2014,Morocco,Rwanda,Asylum-seekers,6
2014,Morocco,Sudan,Asylum-seekers,13
2014,Morocco,Senegal,Asylum-seekers,27
2014,Morocco,"Sierra Leone",Asylum-seekers,5
2014,Morocco,Somalia,Asylum-seekers,8
2014,Morocco,"Syrian Arab Rep.",Asylum-seekers,
2014,Morocco,Chad,Asylum-seekers,7
2014,Morocco,Togo,Asylum-seekers,8
2014,Morocco,Tunisia,Asylum-seekers,*
2014,Morocco,"United Rep. of Tanzania",Asylum-seekers,*
2014,Morocco,Uganda,Asylum-seekers,*
2014,Morocco,Yemen,Asylum-seekers,*
2014,Morocco,Zambia,Asylum-seekers,*
2014,Morocco,Zimbabwe,Asylum-seekers,*
2014,Monaco,Various/Unknown,Asylum-seekers,
2014,"Rep. of Moldova",Afghanistan,Asylum-seekers,5
2014,"Rep. of Moldova",Angola,Asylum-seekers,
2014,"Rep. of Moldova",Armenia,Asylum-seekers,*
2014,"Rep. of Moldova",Azerbaijan,Asylum-seekers,
2014,"Rep. of Moldova","Burkina Faso",Asylum-seekers,*
2014,"Rep. of Moldova",Belarus,Asylum-seekers,*
2014,"Rep. of Moldova",Cameroon,Asylum-seekers,*
2014,"Rep. of Moldova","Dem. Rep. of the Congo",Asylum-seekers,*
2014,"Rep. of Moldova",Cuba,Asylum-seekers,*
2014,"Rep. of Moldova",Egypt,Asylum-seekers,*
2014,"Rep. of Moldova",Eritrea,Asylum-seekers,*
2014,"Rep. of Moldova",Ethiopia,Asylum-seekers,*
2014,"Rep. of Moldova",Georgia,Asylum-seekers,*
2014,"Rep. of Moldova",India,Asylum-seekers,*
2014,"Rep. of Moldova","Iran (Islamic Rep. of)",Asylum-seekers,*
2014,"Rep. of Moldova",Iraq,Asylum-seekers,*
2014,"Rep. of Moldova",Italy,Asylum-seekers,*
2014,"Rep. of Moldova",Jordan,Asylum-seekers,*
2014,"Rep. of Moldova",Japan,Asylum-seekers,*
2014,"Rep. of Moldova",Kazakhstan,Asylum-seekers,*
2014,"Rep. of Moldova",Kyrgyzstan,Asylum-seekers,9
2014,"Rep. of Moldova",Lebanon,Asylum-seekers,*
2014,"Rep. of Moldova",Liberia,Asylum-seekers,
2014,"Rep. of Moldova",Libya,Asylum-seekers,*
2014,"Rep. of Moldova","Rep. of Moldova",Asylum-seekers,
2014,"Rep. of Moldova","The former Yugoslav Republic of Macedonia",Asylum-seekers,*
2014,"Rep. of Moldova",Mali,Asylum-seekers,*
2014,"Rep. of Moldova",Nigeria,Asylum-seekers,*
2014,"Rep. of Moldova",Nepal,Asylum-seekers,
2014,"Rep. of Moldova",Pakistan,Asylum-seekers,*
2014,"Rep. of Moldova",Poland,Asylum-seekers,*
2014,"Rep. of Moldova",Palestinian,Asylum-seekers,
2014,"Rep. of Moldova",Romania,Asylum-seekers,*
2014,"Rep. of Moldova","Russian Federation",Asylum-seekers,*
2014,"Rep. of Moldova","Saudi Arabia",Asylum-seekers,*
2014,"Rep. of Moldova",Sudan,Asylum-seekers,*
2014,"Rep. of Moldova","Sierra Leone",Asylum-seekers,*
2014,"Rep. of Moldova",Sweden,Asylum-seekers,*
2014,"Rep. of Moldova","Syrian Arab Rep.",Asylum-seekers,22
2014,"Rep. of Moldova",Tajikistan,Asylum-seekers,*
2014,"Rep. of Moldova",Turkmenistan,Asylum-seekers,*
2014,"Rep. of Moldova",Tunisia,Asylum-seekers,*
2014,"Rep. of Moldova",Turkey,Asylum-seekers,*
2014,"Rep. of Moldova","United Rep. of Tanzania",Asylum-seekers,
2014,"Rep. of Moldova",Ukraine,Asylum-seekers,83
2014,"Rep. of Moldova",Uzbekistan,Asylum-seekers,*
2014,"Rep. of Moldova",Yemen,Asylum-seekers,*
2014,"Rep. of Moldova",Zimbabwe,Asylum-seekers,
2014,Madagascar,Afghanistan,Asylum-seekers,*
2014,Madagascar,"Central African Rep.",Asylum-seekers,*
2014,Madagascar,"Dem. Rep. of the Congo",Asylum-seekers,
2014,Madagascar,Congo,Asylum-seekers,*
2014,Madagascar,Liberia,Asylum-seekers,*
2014,Madagascar,Madagascar,Asylum-seekers,
2014,Madagascar,Pakistan,Asylum-seekers,
2014,Madagascar,Palestinian,Asylum-seekers,*
2014,Madagascar,Rwanda,Asylum-seekers,
2014,Madagascar,Somalia,Asylum-seekers,*
2014,Mexico,Afghanistan,Asylum-seekers,6
2014,Mexico,Angola,Asylum-seekers,
2014,Mexico,Albania,Asylum-seekers,*
2014,Mexico,Argentina,Asylum-seekers,*
2014,Mexico,Burundi,Asylum-seekers,
2014,Mexico,Benin,Asylum-seekers,*
2014,Mexico,Bangladesh,Asylum-seekers,15
2014,Mexico,Belize,Asylum-seekers,*
2014,Mexico,"Bolivia (Plurinational State of)",Asylum-seekers,
2014,Mexico,Brazil,Asylum-seekers,
2014,Mexico,Canada,Asylum-seekers,*
2014,Mexico,Chile,Asylum-seekers,*
2014,Mexico,China,Asylum-seekers,*
2014,Mexico,"Côte d'Ivoire",Asylum-seekers,*
2014,Mexico,Cameroon,Asylum-seekers,12
2014,Mexico,"Dem. Rep. of the Congo",Asylum-seekers,7
2014,Mexico,Congo,Asylum-seekers,5
2014,Mexico,Colombia,Asylum-seekers,79
2014,Mexico,"Costa Rica",Asylum-seekers,*
2014,Mexico,Cuba,Asylum-seekers,197
2014,Mexico,"Czech Rep.",Asylum-seekers,*
2014,Mexico,"Dominican Rep.",Asylum-seekers,11
2014,Mexico,Algeria,Asylum-seekers,
2014,Mexico,Ecuador,Asylum-seekers,9
2014,Mexico,Egypt,Asylum-seekers,*
2014,Mexico,Eritrea,Asylum-seekers,*
2014,Mexico,Ethiopia,Asylum-seekers,*
2014,Mexico,France,Asylum-seekers,*
2014,Mexico,Ghana,Asylum-seekers,15
2014,Mexico,Guinea,Asylum-seekers,6
2014,Mexico,Guatemala,Asylum-seekers,118
2014,Mexico,Honduras,Asylum-seekers,1247
2014,Mexico,Haiti,Asylum-seekers,52
2014,Mexico,Indonesia,Asylum-seekers,
2014,Mexico,India,Asylum-seekers,133
2014,Mexico,"Iran (Islamic Rep. of)",Asylum-seekers,*
2014,Mexico,Iraq,Asylum-seekers,5
2014,Mexico,Jamaica,Asylum-seekers,
2014,Mexico,Jordan,Asylum-seekers,
2014,Mexico,Lebanon,Asylum-seekers,
2014,Mexico,Libya,Asylum-seekers,*
2014,Mexico,"Sri Lanka",Asylum-seekers,11
2014,Mexico,Morocco,Asylum-seekers,
2014,Mexico,Mexico,Asylum-seekers,
2014,Mexico,"The former Yugoslav Republic of Macedonia",Asylum-seekers,
2014,Mexico,Myanmar,Asylum-seekers,*
2014,Mexico,Mauritania,Asylum-seekers,*
2014,Mexico,Namibia,Asylum-seekers,*
2014,Mexico,Nigeria,Asylum-seekers,50
2014,Mexico,Nicaragua,Asylum-seekers,49
2014,Mexico,Nepal,Asylum-seekers,10
2014,Mexico,Pakistan,Asylum-seekers,5
2014,Mexico,Peru,Asylum-seekers,
2014,Mexico,Palestinian,Asylum-seekers,*
2014,Mexico,Romania,Asylum-seekers,
2014,Mexico,"Russian Federation",Asylum-seekers,9
2014,Mexico,Rwanda,Asylum-seekers,
2014,Mexico,Senegal,Asylum-seekers,*
2014,Mexico,Singapore,Asylum-seekers,*
2014,Mexico,"Sierra Leone",Asylum-seekers,*
2014,Mexico,"El Salvador",Asylum-seekers,692
2014,Mexico,Somalia,Asylum-seekers,7
2014,Mexico,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,
2014,Mexico,"Syrian Arab Rep.",Asylum-seekers,6
2014,Mexico,Togo,Asylum-seekers,*
2014,Mexico,Timor-Leste,Asylum-seekers,*
2014,Mexico,Ukraine,Asylum-seekers,10
2014,Mexico,"United States of America",Asylum-seekers,16
2014,Mexico,"Venezuela (Bolivarian Republic of)",Asylum-seekers,45
2014,Mexico,"South Africa",Asylum-seekers,
2014,"The former Yugoslav Republic of Macedonia",Afghanistan,Asylum-seekers,558
2014,"The former Yugoslav Republic of Macedonia",Benin,Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia","Burkina Faso",Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia",Bangladesh,Asylum-seekers,11
2014,"The former Yugoslav Republic of Macedonia",Bulgaria,Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia","Bosnia and Herzegovina",Asylum-seekers,
2014,"The former Yugoslav Republic of Macedonia","Central African Rep.",Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia","Côte d'Ivoire",Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia",Cameroon,Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia",Congo,Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia",Comoros,Asylum-seekers,12
2014,"The former Yugoslav Republic of Macedonia",Algeria,Asylum-seekers,10
2014,"The former Yugoslav Republic of Macedonia",Egypt,Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia",Eritrea,Asylum-seekers,15
2014,"The former Yugoslav Republic of Macedonia","Western Sahara",Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia",Ghana,Asylum-seekers,11
2014,"The former Yugoslav Republic of Macedonia",Guinea,Asylum-seekers,8
2014,"The former Yugoslav Republic of Macedonia",Gambia,Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia",Greece,Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia",Croatia,Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia",India,Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia","Iran (Islamic Rep. of)",Asylum-seekers,6
2014,"The former Yugoslav Republic of Macedonia",Iraq,Asylum-seekers,8
2014,"The former Yugoslav Republic of Macedonia",Kazakhstan,Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia",Libya,Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia",Morocco,Asylum-seekers,7
2014,"The former Yugoslav Republic of Macedonia","The former Yugoslav Republic of Macedonia",Asylum-seekers,
2014,"The former Yugoslav Republic of Macedonia",Mali,Asylum-seekers,13
2014,"The former Yugoslav Republic of Macedonia",Myanmar,Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia",Mauritania,Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia",Nigeria,Asylum-seekers,25
2014,"The former Yugoslav Republic of Macedonia",Pakistan,Asylum-seekers,66
2014,"The former Yugoslav Republic of Macedonia",Palestinian,Asylum-seekers,23
2014,"The former Yugoslav Republic of Macedonia","Russian Federation",Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia",Rwanda,Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia",Sudan,Asylum-seekers,6
2014,"The former Yugoslav Republic of Macedonia",Senegal,Asylum-seekers,8
2014,"The former Yugoslav Republic of Macedonia","Sierra Leone",Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia",Somalia,Asylum-seekers,59
2014,"The former Yugoslav Republic of Macedonia","Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,7
2014,"The former Yugoslav Republic of Macedonia","Syrian Arab Rep.",Asylum-seekers,654
2014,"The former Yugoslav Republic of Macedonia",Togo,Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia",Tunisia,Asylum-seekers,*
