Country / territory of asylum/residence,Origin,Population type,Value
Jordan,Nigeria,Asylum-seekers,5
Jordan,Nigeria,Refugees (incl. refugee-like situations),
Jordan,Oman,Asylum-seekers,*
Jordan,Oman,Refugees (incl. refugee-like situations),*
Jordan,Pakistan,Asylum-seekers,*
Jordan,Pakistan,Refugees (incl. refugee-like situations),*
Jordan,Philippines,Asylum-seekers,*
Jordan,Philippines,Refugees (incl. refugee-like situations),*
Jordan,Russian Federation,Asylum-seekers,5
Jordan,Russian Federation,Refugees (incl. refugee-like situations),18
Jordan,Saudi Arabia,Asylum-seekers,*
Jordan,Saudi Arabia,Refugees (incl. refugee-like situations),
Jordan,Sudan,Asylum-seekers,2203
Jordan,Sudan,Refugees (incl. refugee-like situations),1013
Jordan,Somalia,Asylum-seekers,197
Jordan,Somalia,Refugees (incl. refugee-like situations),598
Jordan,South Sudan,Asylum-seekers,*
Jordan,South Sudan,Refugees (incl. refugee-like situations),6
Jordan,Syrian Arab Rep.,Asylum-seekers,*
Jordan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),623112
Jordan,Chad,Asylum-seekers,5
Jordan,Chad,Refugees (incl. refugee-like situations),*
Jordan,Tunisia,Asylum-seekers,14
Jordan,Tunisia,Refugees (incl. refugee-like situations),5
Jordan,Turkey,Asylum-seekers,14
Jordan,Turkey,Refugees (incl. refugee-like situations),
Jordan,Uganda,Asylum-seekers,
Jordan,Uganda,Refugees (incl. refugee-like situations),*
Jordan,Ukraine,Asylum-seekers,*
Jordan,Ukraine,Refugees (incl. refugee-like situations),*
Jordan,Stateless,Asylum-seekers,235
Jordan,Stateless,Refugees (incl. refugee-like situations),12
Jordan,Yemen,Asylum-seekers,292
Jordan,Yemen,Refugees (incl. refugee-like situations),16
Japan,Afghanistan,Asylum-seekers,14
Japan,Afghanistan,Refugees (incl. refugee-like situations),34
Japan,Angola,Asylum-seekers,*
Japan,Angola,Refugees (incl. refugee-like situations),
Japan,Armenia,Asylum-seekers,*
Japan,Armenia,Refugees (incl. refugee-like situations),
Japan,Burundi,Asylum-seekers,
Japan,Burundi,Refugees (incl. refugee-like situations),7
Japan,Bangladesh,Asylum-seekers,527
Japan,Bangladesh,Refugees (incl. refugee-like situations),15
Japan,Brazil,Asylum-seekers,*
Japan,Brazil,Refugees (incl. refugee-like situations),
Japan,China,Asylum-seekers,31
Japan,China,Refugees (incl. refugee-like situations),79
Japan,Côte d'Ivoire,Asylum-seekers,5
Japan,Côte d'Ivoire,Refugees (incl. refugee-like situations),
Japan,Cameroon,Asylum-seekers,180
Japan,Cameroon,Refugees (incl. refugee-like situations),
Japan,Dem. Rep. of the Congo,Asylum-seekers,26
Japan,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),*
Japan,Egypt,Asylum-seekers,9
Japan,Egypt,Refugees (incl. refugee-like situations),
Japan,Ethiopia,Asylum-seekers,24
Japan,Ethiopia,Refugees (incl. refugee-like situations),14
Japan,Ghana,Asylum-seekers,63
Japan,Ghana,Refugees (incl. refugee-like situations),
Japan,Guinea,Asylum-seekers,15
Japan,Guinea,Refugees (incl. refugee-like situations),
Japan,Gambia,Asylum-seekers,5
Japan,Gambia,Refugees (incl. refugee-like situations),
Japan,Guinea-Bissau,Asylum-seekers,*
Japan,Guinea-Bissau,Refugees (incl. refugee-like situations),
Japan,Guatemala,Asylum-seekers,*
Japan,Guatemala,Refugees (incl. refugee-like situations),
Japan,Indonesia,Asylum-seekers,5
Japan,Indonesia,Refugees (incl. refugee-like situations),
Japan,India,Asylum-seekers,359
Japan,India,Refugees (incl. refugee-like situations),
Japan,Iran (Islamic Rep. of),Asylum-seekers,60
Japan,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),23
Japan,Iraq,Asylum-seekers,6
Japan,Iraq,Refugees (incl. refugee-like situations),*
Japan,Japan,Asylum-seekers,
Japan,Japan,Refugees (incl. refugee-like situations),
Japan,Kenya,Asylum-seekers,5
Japan,Kenya,Refugees (incl. refugee-like situations),
Japan,Cambodia,Asylum-seekers,
Japan,Cambodia,Refugees (incl. refugee-like situations),31
Japan,Rep. of Korea,Asylum-seekers,*
Japan,Rep. of Korea,Refugees (incl. refugee-like situations),
Japan,Liberia,Asylum-seekers,5
Japan,Liberia,Refugees (incl. refugee-like situations),
Japan,Sri Lanka,Asylum-seekers,904
Japan,Sri Lanka,Refugees (incl. refugee-like situations),43
Japan,Morocco,Asylum-seekers,*
Japan,Morocco,Refugees (incl. refugee-like situations),
Japan,Mali,Asylum-seekers,7
Japan,Mali,Refugees (incl. refugee-like situations),
Japan,Myanmar,Asylum-seekers,735
Japan,Myanmar,Refugees (incl. refugee-like situations),1889
Japan,Malaysia,Asylum-seekers,*
Japan,Malaysia,Refugees (incl. refugee-like situations),
Japan,Niger,Asylum-seekers,6
Japan,Niger,Refugees (incl. refugee-like situations),
Japan,Nigeria,Asylum-seekers,156
Japan,Nigeria,Refugees (incl. refugee-like situations),
Japan,Nepal,Asylum-seekers,1870
Japan,Nepal,Refugees (incl. refugee-like situations),
Japan,Pakistan,Asylum-seekers,603
Japan,Pakistan,Refugees (incl. refugee-like situations),18
Japan,Peru,Asylum-seekers,11
Japan,Peru,Refugees (incl. refugee-like situations),
Japan,Philippines,Asylum-seekers,40
Japan,Philippines,Refugees (incl. refugee-like situations),
Japan,Russian Federation,Asylum-seekers,*
Japan,Russian Federation,Refugees (incl. refugee-like situations),
Japan,Sudan,Asylum-seekers,*
Japan,Sudan,Refugees (incl. refugee-like situations),14
Japan,Somalia,Asylum-seekers,
Japan,Somalia,Refugees (incl. refugee-like situations),*
Japan,Syrian Arab Rep.,Asylum-seekers,12
Japan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),41
Japan,Togo,Asylum-seekers,*
Japan,Togo,Refugees (incl. refugee-like situations),
Japan,Thailand,Asylum-seekers,115
Japan,Thailand,Refugees (incl. refugee-like situations),
Japan,Tunisia,Asylum-seekers,18
Japan,Tunisia,Refugees (incl. refugee-like situations),
Japan,Turkey,Asylum-seekers,1657
Japan,Turkey,Refugees (incl. refugee-like situations),19
Japan,United Rep. of Tanzania,Asylum-seekers,7
Japan,United Rep. of Tanzania,Refugees (incl. refugee-like situations),
Japan,Uganda,Asylum-seekers,36
Japan,Uganda,Refugees (incl. refugee-like situations),
Japan,Viet Nam,Asylum-seekers,105
Japan,Viet Nam,Refugees (incl. refugee-like situations),68
Japan,Stateless,Asylum-seekers,8
Japan,Stateless,Refugees (incl. refugee-like situations),8
Japan,Various/Unknown,Asylum-seekers,1645
Japan,Various/Unknown,Refugees (incl. refugee-like situations),249
Japan,South Africa,Asylum-seekers,*
Japan,South Africa,Refugees (incl. refugee-like situations),
Japan,Zimbabwe,Asylum-seekers,*
Japan,Zimbabwe,Refugees (incl. refugee-like situations),
Kazakhstan,Afghanistan,Asylum-seekers,24
Kazakhstan,Afghanistan,Refugees (incl. refugee-like situations),578
Kazakhstan,China,Asylum-seekers,6
Kazakhstan,China,Refugees (incl. refugee-like situations),9
Kazakhstan,Egypt,Asylum-seekers,*
Kazakhstan,Egypt,Refugees (incl. refugee-like situations),*
Kazakhstan,Ethiopia,Asylum-seekers,
Kazakhstan,Ethiopia,Refugees (incl. refugee-like situations),*
Kazakhstan,Iraq,Asylum-seekers,
Kazakhstan,Iraq,Refugees (incl. refugee-like situations),
Kazakhstan,Israel,Asylum-seekers,*
Kazakhstan,Israel,Refugees (incl. refugee-like situations),
Kazakhstan,Kazakhstan,Asylum-seekers,
Kazakhstan,Kazakhstan,Refugees (incl. refugee-like situations),
Kazakhstan,Kyrgyzstan,Asylum-seekers,7
Kazakhstan,Kyrgyzstan,Refugees (incl. refugee-like situations),
Kazakhstan,Palestinian,Asylum-seekers,*
Kazakhstan,Palestinian,Refugees (incl. refugee-like situations),*
Kazakhstan,Russian Federation,Asylum-seekers,*
Kazakhstan,Russian Federation,Refugees (incl. refugee-like situations),
Kazakhstan,Somalia,Asylum-seekers,*
Kazakhstan,Somalia,Refugees (incl. refugee-like situations),*
Kazakhstan,Syrian Arab Rep.,Asylum-seekers,28
Kazakhstan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14
Kazakhstan,Turkmenistan,Asylum-seekers,*
Kazakhstan,Turkmenistan,Refugees (incl. refugee-like situations),
Kazakhstan,Ukraine,Asylum-seekers,21
Kazakhstan,Ukraine,Refugees (incl. refugee-like situations),*
Kazakhstan,Uzbekistan,Asylum-seekers,*
Kazakhstan,Uzbekistan,Refugees (incl. refugee-like situations),27
Kazakhstan,Yemen,Asylum-seekers,*
Kazakhstan,Yemen,Refugees (incl. refugee-like situations),
Kenya,Afghanistan,Asylum-seekers,
Kenya,Afghanistan,Refugees (incl. refugee-like situations),*
Kenya,Angola,Asylum-seekers,*
Kenya,Angola,Refugees (incl. refugee-like situations),
Kenya,Burundi,Asylum-seekers,5910
Kenya,Burundi,Refugees (incl. refugee-like situations),657
Kenya,Burkina Faso,Asylum-seekers,*
Kenya,Burkina Faso,Refugees (incl. refugee-like situations),
Kenya,Central African Rep.,Asylum-seekers,*
Kenya,Central African Rep.,Refugees (incl. refugee-like situations),
Kenya,Côte d'Ivoire,Asylum-seekers,8
Kenya,Côte d'Ivoire,Refugees (incl. refugee-like situations),*
Kenya,Cameroon,Asylum-seekers,14
Kenya,Cameroon,Refugees (incl. refugee-like situations),*
Kenya,Dem. Rep. of the Congo,Asylum-seekers,7979
Kenya,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),9324
Kenya,Congo,Asylum-seekers,27
Kenya,Congo,Refugees (incl. refugee-like situations),13
Kenya,Djibouti,Asylum-seekers,
Kenya,Djibouti,Refugees (incl. refugee-like situations),*
Kenya,Egypt,Asylum-seekers,
Kenya,Egypt,Refugees (incl. refugee-like situations),5
Kenya,Eritrea,Asylum-seekers,233
Kenya,Eritrea,Refugees (incl. refugee-like situations),1333
Kenya,Ethiopia,Asylum-seekers,9228
Kenya,Ethiopia,Refugees (incl. refugee-like situations),21250
Kenya,Ghana,Asylum-seekers,*
Kenya,Ghana,Refugees (incl. refugee-like situations),
Kenya,Guinea,Asylum-seekers,*
Kenya,Guinea,Refugees (incl. refugee-like situations),
Kenya,Guinea-Bissau,Asylum-seekers,*
Kenya,Guinea-Bissau,Refugees (incl. refugee-like situations),
Kenya,India,Asylum-seekers,*
Kenya,India,Refugees (incl. refugee-like situations),
Kenya,Iran (Islamic Rep. of),Asylum-seekers,*
Kenya,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),7
Kenya,Iraq,Asylum-seekers,*
Kenya,Iraq,Refugees (incl. refugee-like situations),
Kenya,Jamaica,Asylum-seekers,*
Kenya,Jamaica,Refugees (incl. refugee-like situations),
Kenya,Kenya,Asylum-seekers,
Kenya,Kenya,Refugees (incl. refugee-like situations),
Kenya,Liberia,Asylum-seekers,7
Kenya,Liberia,Refugees (incl. refugee-like situations),
Kenya,Sri Lanka,Asylum-seekers,*
Kenya,Sri Lanka,Refugees (incl. refugee-like situations),14
Kenya,Mozambique,Asylum-seekers,6
Kenya,Mozambique,Refugees (incl. refugee-like situations),5
Kenya,Nigeria,Asylum-seekers,*
Kenya,Nigeria,Refugees (incl. refugee-like situations),*
Kenya,Pakistan,Asylum-seekers,6
Kenya,Pakistan,Refugees (incl. refugee-like situations),6
Kenya,Palestinian,Asylum-seekers,*
Kenya,Palestinian,Refugees (incl. refugee-like situations),*
Kenya,Russian Federation,Asylum-seekers,*
Kenya,Russian Federation,Refugees (incl. refugee-like situations),
Kenya,Rwanda,Asylum-seekers,618
Kenya,Rwanda,Refugees (incl. refugee-like situations),825
Kenya,Saudi Arabia,Asylum-seekers,*
Kenya,Saudi Arabia,Refugees (incl. refugee-like situations),
Kenya,Sudan,Asylum-seekers,6250
Kenya,Sudan,Refugees (incl. refugee-like situations),3381
Kenya,Sierra Leone,Asylum-seekers,*
Kenya,Sierra Leone,Refugees (incl. refugee-like situations),
Kenya,Somalia,Asylum-seekers,2621
Kenya,Somalia,Refugees (incl. refugee-like situations),424691
Kenya,South Sudan,Asylum-seekers,248
Kenya,South Sudan,Refugees (incl. refugee-like situations),89226
Kenya,Syrian Arab Rep.,Asylum-seekers,5
Kenya,Syrian Arab Rep.,Refugees (incl. refugee-like situations),
Kenya,Chad,Asylum-seekers,*
Kenya,Chad,Refugees (incl. refugee-like situations),
Kenya,United Rep. of Tanzania,Asylum-seekers,23
Kenya,United Rep. of Tanzania,Refugees (incl. refugee-like situations),8
Kenya,Uganda,Asylum-seekers,808
Kenya,Uganda,Refugees (incl. refugee-like situations),591
Kenya,Yemen,Asylum-seekers,*
Kenya,Yemen,Refugees (incl. refugee-like situations),
Kenya,Zimbabwe,Asylum-seekers,*
Kenya,Zimbabwe,Refugees (incl. refugee-like situations),*
Kyrgyzstan,Afghanistan,Asylum-seekers,133
Kyrgyzstan,Afghanistan,Refugees (incl. refugee-like situations),386
Kyrgyzstan,China,Asylum-seekers,*
Kyrgyzstan,China,Refugees (incl. refugee-like situations),
Kyrgyzstan,Germany,Asylum-seekers,*
Kyrgyzstan,Germany,Refugees (incl. refugee-like situations),
Kyrgyzstan,Iran (Islamic Rep. of),Asylum-seekers,*
Kyrgyzstan,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),*
Kyrgyzstan,Kyrgyzstan,Asylum-seekers,
Kyrgyzstan,Kyrgyzstan,Refugees (incl. refugee-like situations),
Kyrgyzstan,Morocco,Asylum-seekers,*
Kyrgyzstan,Morocco,Refugees (incl. refugee-like situations),
Kyrgyzstan,Pakistan,Asylum-seekers,*
Kyrgyzstan,Pakistan,Refugees (incl. refugee-like situations),
Kyrgyzstan,Russian Federation,Asylum-seekers,*
Kyrgyzstan,Russian Federation,Refugees (incl. refugee-like situations),
Kyrgyzstan,Somalia,Asylum-seekers,*
Kyrgyzstan,Somalia,Refugees (incl. refugee-like situations),
Kyrgyzstan,Syrian Arab Rep.,Asylum-seekers,17
Kyrgyzstan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),56
Kyrgyzstan,Tajikistan,Asylum-seekers,*
Kyrgyzstan,Tajikistan,Refugees (incl. refugee-like situations),
Kyrgyzstan,Turkmenistan,Asylum-seekers,*
Kyrgyzstan,Turkmenistan,Refugees (incl. refugee-like situations),
Kyrgyzstan,Ukraine,Asylum-seekers,18
Kyrgyzstan,Ukraine,Refugees (incl. refugee-like situations),
Kyrgyzstan,Uzbekistan,Asylum-seekers,28
Kyrgyzstan,Uzbekistan,Refugees (incl. refugee-like situations),37
Cambodia,Dem. Rep. of the Congo,Asylum-seekers,
Cambodia,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),*
Cambodia,Eritrea,Asylum-seekers,*
Cambodia,Eritrea,Refugees (incl. refugee-like situations),
Cambodia,Ethiopia,Asylum-seekers,*
Cambodia,Ethiopia,Refugees (incl. refugee-like situations),
Cambodia,India,Asylum-seekers,*
Cambodia,India,Refugees (incl. refugee-like situations),
Cambodia,Iraq,Asylum-seekers,*
Cambodia,Iraq,Refugees (incl. refugee-like situations),
Cambodia,Sri Lanka,Asylum-seekers,*
Cambodia,Sri Lanka,Refugees (incl. refugee-like situations),5
Cambodia,Morocco,Asylum-seekers,*
Cambodia,Morocco,Refugees (incl. refugee-like situations),
Cambodia,Myanmar,Asylum-seekers,*
Cambodia,Myanmar,Asylum-seekers,
Cambodia,Myanmar,Refugees (incl. refugee-like situations),21
Cambodia,Myanmar,Refugees (incl. refugee-like situations),
Cambodia,Pakistan,Asylum-seekers,6
Cambodia,Pakistan,Refugees (incl. refugee-like situations),*
Cambodia,Sudan,Asylum-seekers,
Cambodia,Sudan,Refugees (incl. refugee-like situations),*
Cambodia,Somalia,Asylum-seekers,
Cambodia,Somalia,Refugees (incl. refugee-like situations),*
Cambodia,Syrian Arab Rep.,Asylum-seekers,*
Cambodia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),
Cambodia,Thailand,Asylum-seekers,8
Cambodia,Thailand,Refugees (incl. refugee-like situations),
Cambodia,Viet Nam,Asylum-seekers,14
Cambodia,Viet Nam,Refugees (incl. refugee-like situations),33
Saint Kitts and Nevis,Cuba,Asylum-seekers,*
Saint Kitts and Nevis,Cuba,Refugees (incl. refugee-like situations),
Saint Kitts and Nevis,Egypt,Asylum-seekers,*
Saint Kitts and Nevis,Egypt,Refugees (incl. refugee-like situations),*
Rep. of Korea,Afghanistan,Asylum-seekers,33
Rep. of Korea,Afghanistan,Refugees (incl. refugee-like situations),16
Rep. of Korea,Angola,Asylum-seekers,
Rep. of Korea,Angola,Refugees (incl. refugee-like situations),*
Rep. of Korea,Albania,Asylum-seekers,*
Rep. of Korea,Albania,Refugees (incl. refugee-like situations),
Rep. of Korea,Armenia,Asylum-seekers,*
Rep. of Korea,Armenia,Refugees (incl. refugee-like situations),*
Rep. of Korea,Burundi,Asylum-seekers,12
Rep. of Korea,Burundi,Refugees (incl. refugee-like situations),*
Rep. of Korea,Benin,Asylum-seekers,*
Rep. of Korea,Benin,Refugees (incl. refugee-like situations),
Rep. of Korea,Burkina Faso,Asylum-seekers,*
Rep. of Korea,Burkina Faso,Refugees (incl. refugee-like situations),
Rep. of Korea,Bangladesh,Asylum-seekers,68
Rep. of Korea,Bangladesh,Refugees (incl. refugee-like situations),73
Rep. of Korea,Brazil,Asylum-seekers,*
Rep. of Korea,Brazil,Refugees (incl. refugee-like situations),
Rep. of Korea,China,Asylum-seekers,277
Rep. of Korea,China,Refugees (incl. refugee-like situations),27
Rep. of Korea,Côte d'Ivoire,Asylum-seekers,23
Rep. of Korea,Côte d'Ivoire,Refugees (incl. refugee-like situations),27
Rep. of Korea,Cameroon,Asylum-seekers,152
Rep. of Korea,Cameroon,Refugees (incl. refugee-like situations),13
Rep. of Korea,Dem. Rep. of the Congo,Asylum-seekers,15
Rep. of Korea,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),48
Rep. of Korea,Congo,Asylum-seekers,*
Rep. of Korea,Congo,Refugees (incl. refugee-like situations),*
Rep. of Korea,Algeria,Asylum-seekers,*
Rep. of Korea,Algeria,Refugees (incl. refugee-like situations),5
Rep. of Korea,Ecuador,Asylum-seekers,*
Rep. of Korea,Ecuador,Refugees (incl. refugee-like situations),
Rep. of Korea,Egypt,Asylum-seekers,546
Rep. of Korea,Egypt,Refugees (incl. refugee-like situations),5
Rep. of Korea,Eritrea,Asylum-seekers,*
Rep. of Korea,Eritrea,Refugees (incl. refugee-like situations),*
Rep. of Korea,Ethiopia,Asylum-seekers,42
Rep. of Korea,Ethiopia,Refugees (incl. refugee-like situations),78
Rep. of Korea,Ghana,Asylum-seekers,113
Rep. of Korea,Ghana,Refugees (incl. refugee-like situations),5
Rep. of Korea,Guinea,Asylum-seekers,24
Rep. of Korea,Guinea,Refugees (incl. refugee-like situations),
Rep. of Korea,Gambia,Asylum-seekers,8
Rep. of Korea,Gambia,Refugees (incl. refugee-like situations),
Rep. of Korea,Indonesia,Asylum-seekers,5
Rep. of Korea,Indonesia,Refugees (incl. refugee-like situations),
Rep. of Korea,India,Asylum-seekers,40
Rep. of Korea,India,Refugees (incl. refugee-like situations),
Rep. of Korea,Iran (Islamic Rep. of),Asylum-seekers,17
Rep. of Korea,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),27
Rep. of Korea,Iraq,Asylum-seekers,32
Rep. of Korea,Iraq,Refugees (incl. refugee-like situations),7
Rep. of Korea,Jordan,Asylum-seekers,13
Rep. of Korea,Jordan,Refugees (incl. refugee-like situations),
Rep. of Korea,Kazakhstan,Asylum-seekers,*
Rep. of Korea,Kazakhstan,Refugees (incl. refugee-like situations),
Rep. of Korea,Kenya,Asylum-seekers,14
Rep. of Korea,Kenya,Refugees (incl. refugee-like situations),5
Rep. of Korea,Kyrgyzstan,Asylum-seekers,*
Rep. of Korea,Kyrgyzstan,Refugees (incl. refugee-like situations),*
Rep. of Korea,Cambodia,Asylum-seekers,*
Rep. of Korea,Cambodia,Refugees (incl. refugee-like situations),
Rep. of Korea,Rep. of Korea,Asylum-seekers,
Rep. of Korea,Rep. of Korea,Refugees (incl. refugee-like situations),
Rep. of Korea,Liberia,Asylum-seekers,90
Rep. of Korea,Liberia,Refugees (incl. refugee-like situations),7
Rep. of Korea,Libya,Asylum-seekers,5
Rep. of Korea,Libya,Refugees (incl. refugee-like situations),*
Rep. of Korea,Sri Lanka,Asylum-seekers,26
Rep. of Korea,Sri Lanka,Refugees (incl. refugee-like situations),8
Rep. of Korea,Lesotho,Asylum-seekers,*
Rep. of Korea,Lesotho,Refugees (incl. refugee-like situations),
Rep. of Korea,Morocco,Asylum-seekers,45
Rep. of Korea,Morocco,Refugees (incl. refugee-like situations),*
Rep. of Korea,Mali,Asylum-seekers,7
Rep. of Korea,Mali,Refugees (incl. refugee-like situations),5
Rep. of Korea,Myanmar,Asylum-seekers,26
Rep. of Korea,Myanmar,Refugees (incl. refugee-like situations),180
Rep. of Korea,Mongolia,Asylum-seekers,5
Rep. of Korea,Mongolia,Refugees (incl. refugee-like situations),
Rep. of Korea,Mozambique,Asylum-seekers,*
Rep. of Korea,Mozambique,Refugees (incl. refugee-like situations),
Rep. of Korea,Mauritania,Asylum-seekers,*
Rep. of Korea,Mauritania,Refugees (incl. refugee-like situations),
Rep. of Korea,Niger,Asylum-seekers,
Rep. of Korea,Niger,Refugees (incl. refugee-like situations),*
Rep. of Korea,Nigeria,Asylum-seekers,350
Rep. of Korea,Nigeria,Refugees (incl. refugee-like situations),8
Rep. of Korea,Nepal,Asylum-seekers,96
Rep. of Korea,Nepal,Refugees (incl. refugee-like situations),5
Rep. of Korea,Pakistan,Asylum-seekers,451
Rep. of Korea,Pakistan,Refugees (incl. refugee-like situations),43
Rep. of Korea,Peru,Asylum-seekers,*
Rep. of Korea,Peru,Refugees (incl. refugee-like situations),
Rep. of Korea,Philippines,Asylum-seekers,*
Rep. of Korea,Philippines,Refugees (incl. refugee-like situations),
Rep. of Korea,Palestinian,Asylum-seekers,*
Rep. of Korea,Palestinian,Refugees (incl. refugee-like situations),*
Rep. of Korea,Russian Federation,Asylum-seekers,7
Rep. of Korea,Russian Federation,Refugees (incl. refugee-like situations),10
Rep. of Korea,Rwanda,Asylum-seekers,5
Rep. of Korea,Rwanda,Refugees (incl. refugee-like situations),*
Rep. of Korea,Sudan,Asylum-seekers,10
Rep. of Korea,Sudan,Refugees (incl. refugee-like situations),8
Rep. of Korea,Senegal,Asylum-seekers,36
Rep. of Korea,Senegal,Refugees (incl. refugee-like situations),
Rep. of Korea,Sierra Leone,Asylum-seekers,*
Rep. of Korea,Sierra Leone,Refugees (incl. refugee-like situations),
Rep. of Korea,El Salvador,Asylum-seekers,*
Rep. of Korea,El Salvador,Refugees (incl. refugee-like situations),
Rep. of Korea,Somalia,Asylum-seekers,*
Rep. of Korea,Somalia,Refugees (incl. refugee-like situations),*
Rep. of Korea,South Sudan,Asylum-seekers,*
Rep. of Korea,South Sudan,Refugees (incl. refugee-like situations),
Rep. of Korea,Swaziland,Asylum-seekers,*
Rep. of Korea,Swaziland,Refugees (incl. refugee-like situations),
Rep. of Korea,Syrian Arab Rep.,Asylum-seekers,64
Rep. of Korea,Syrian Arab Rep.,Refugees (incl. refugee-like situations),503
Rep. of Korea,Chad,Asylum-seekers,*
Rep. of Korea,Chad,Refugees (incl. refugee-like situations),*
Rep. of Korea,Togo,Asylum-seekers,6
Rep. of Korea,Togo,Refugees (incl. refugee-like situations),
Rep. of Korea,Thailand,Asylum-seekers,*
Rep. of Korea,Thailand,Refugees (incl. refugee-like situations),
Rep. of Korea,Tajikistan,Asylum-seekers,*
Rep. of Korea,Tajikistan,Refugees (incl. refugee-like situations),
Rep. of Korea,Tunisia,Asylum-seekers,16
Rep. of Korea,Tunisia,Refugees (incl. refugee-like situations),
Rep. of Korea,Turkey,Asylum-seekers,*
Rep. of Korea,Turkey,Refugees (incl. refugee-like situations),
Rep. of Korea,United Rep. of Tanzania,Asylum-seekers,*
Rep. of Korea,United Rep. of Tanzania,Refugees (incl. refugee-like situations),
Rep. of Korea,Uganda,Asylum-seekers,124
Rep. of Korea,Uganda,Refugees (incl. refugee-like situations),23
Rep. of Korea,Ukraine,Asylum-seekers,7
Rep. of Korea,Ukraine,Refugees (incl. refugee-like situations),
Rep. of Korea,Uzbekistan,Asylum-seekers,5
Rep. of Korea,Uzbekistan,Refugees (incl. refugee-like situations),8
Rep. of Korea,Viet Nam,Asylum-seekers,*
Rep. of Korea,Viet Nam,Refugees (incl. refugee-like situations),
Rep. of Korea,Various/Unknown,Asylum-seekers,382
Rep. of Korea,Various/Unknown,Refugees (incl. refugee-like situations),
Rep. of Korea,Yemen,Asylum-seekers,140
Rep. of Korea,Yemen,Refugees (incl. refugee-like situations),5
Rep. of Korea,South Africa,Asylum-seekers,109
Rep. of Korea,South Africa,Refugees (incl. refugee-like situations),*
Kuwait,Djibouti,Asylum-seekers,5
Kuwait,Djibouti,Refugees (incl. refugee-like situations),
Kuwait,Egypt,Asylum-seekers,18
Kuwait,Egypt,Refugees (incl. refugee-like situations),5
Kuwait,Eritrea,Asylum-seekers,23
Kuwait,Eritrea,Refugees (incl. refugee-like situations),5
Kuwait,Ethiopia,Asylum-seekers,7
Kuwait,Ethiopia,Refugees (incl. refugee-like situations),
Kuwait,Iran (Islamic Rep. of),Asylum-seekers,106
Kuwait,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),17
Kuwait,Iraq,Asylum-seekers,247
Kuwait,Iraq,Refugees (incl. refugee-like situations),438
Kuwait,Jordan,Asylum-seekers,6
Kuwait,Jordan,Refugees (incl. refugee-like situations),*
Kuwait,Kuwait,Asylum-seekers,
Kuwait,Kuwait,Refugees (incl. refugee-like situations),
Kuwait,Lebanon,Asylum-seekers,
Kuwait,Lebanon,Refugees (incl. refugee-like situations),5
Kuwait,Sri Lanka,Asylum-seekers,5
Kuwait,Sri Lanka,Refugees (incl. refugee-like situations),*
Kuwait,Morocco,Asylum-seekers,
Kuwait,Morocco,Refugees (incl. refugee-like situations),*
Kuwait,Mali,Asylum-seekers,*
Kuwait,Mali,Refugees (incl. refugee-like situations),
Kuwait,Pakistan,Asylum-seekers,12
Kuwait,Pakistan,Refugees (incl. refugee-like situations),
Kuwait,Philippines,Asylum-seekers,*
Kuwait,Philippines,Refugees (incl. refugee-like situations),
Kuwait,Dem. People's Rep. of Korea,Asylum-seekers,*
Kuwait,Dem. People's Rep. of Korea,Refugees (incl. refugee-like situations),*
Kuwait,Palestinian,Asylum-seekers,*
Kuwait,Palestinian,Refugees (incl. refugee-like situations),7
Kuwait,Sudan,Asylum-seekers,15
Kuwait,Sudan,Refugees (incl. refugee-like situations),
Kuwait,Somalia,Asylum-seekers,557
Kuwait,Somalia,Refugees (incl. refugee-like situations),94
Kuwait,Syrian Arab Rep.,Asylum-seekers,7
Kuwait,Syrian Arab Rep.,Refugees (incl. refugee-like situations),15
Kuwait,Stateless,Asylum-seekers,16
Kuwait,Stateless,Refugees (incl. refugee-like situations),
Kuwait,Various/Unknown,Asylum-seekers,
Kuwait,Various/Unknown,Refugees (incl. refugee-like situations),20
Kuwait,Yemen,Asylum-seekers,10
Kuwait,Yemen,Refugees (incl. refugee-like situations),
Lebanon,Afghanistan,Asylum-seekers,19
Lebanon,Afghanistan,Refugees (incl. refugee-like situations),19
Lebanon,United Arab Emirates,Asylum-seekers,
Lebanon,United Arab Emirates,Refugees (incl. refugee-like situations),
Lebanon,Armenia,Asylum-seekers,
Lebanon,Armenia,Refugees (incl. refugee-like situations),
Lebanon,Bangladesh,Asylum-seekers,
Lebanon,Bangladesh,Asylum-seekers,11
Lebanon,Bangladesh,Refugees (incl. refugee-like situations),
Lebanon,Bangladesh,Refugees (incl. refugee-like situations),
