Country / territory of asylum/residence,Origin,Population type,Value
Rep. of Korea,Lesotho,Asylum-seekers,*
Rep. of Korea,Morocco,Asylum-seekers,45
Rep. of Korea,Mali,Asylum-seekers,7
Rep. of Korea,Myanmar,Asylum-seekers,26
Rep. of Korea,Mongolia,Asylum-seekers,5
Rep. of Korea,Mozambique,Asylum-seekers,*
Rep. of Korea,Mauritania,Asylum-seekers,*
Rep. of Korea,Niger,Asylum-seekers,
Rep. of Korea,Nigeria,Asylum-seekers,350
Rep. of Korea,Nepal,Asylum-seekers,96
Rep. of Korea,Pakistan,Asylum-seekers,451
Rep. of Korea,Peru,Asylum-seekers,*
Rep. of Korea,Philippines,Asylum-seekers,*
Rep. of Korea,Palestinian,Asylum-seekers,*
Rep. of Korea,Russian Federation,Asylum-seekers,7
Rep. of Korea,Rwanda,Asylum-seekers,5
Rep. of Korea,Sudan,Asylum-seekers,10
Rep. of Korea,Senegal,Asylum-seekers,36
Rep. of Korea,Sierra Leone,Asylum-seekers,*
Rep. of Korea,El Salvador,Asylum-seekers,*
Rep. of Korea,Somalia,Asylum-seekers,*
Rep. of Korea,South Sudan,Asylum-seekers,*
Rep. of Korea,Swaziland,Asylum-seekers,*
Rep. of Korea,Syrian Arab Rep.,Asylum-seekers,64
Rep. of Korea,Chad,Asylum-seekers,*
Rep. of Korea,Togo,Asylum-seekers,6
Rep. of Korea,Thailand,Asylum-seekers,*
Rep. of Korea,Tajikistan,Asylum-seekers,*
Rep. of Korea,Tunisia,Asylum-seekers,16
Rep. of Korea,Turkey,Asylum-seekers,*
Rep. of Korea,United Rep. of Tanzania,Asylum-seekers,*
Rep. of Korea,Uganda,Asylum-seekers,124
Rep. of Korea,Ukraine,Asylum-seekers,7
Rep. of Korea,Uzbekistan,Asylum-seekers,5
Rep. of Korea,Viet Nam,Asylum-seekers,*
Rep. of Korea,Various/Unknown,Asylum-seekers,382
Rep. of Korea,Yemen,Asylum-seekers,140
Rep. of Korea,South Africa,Asylum-seekers,109
Kuwait,Djibouti,Asylum-seekers,5
Kuwait,Egypt,Asylum-seekers,18
Kuwait,Eritrea,Asylum-seekers,23
Kuwait,Ethiopia,Asylum-seekers,7
Kuwait,Iran (Islamic Rep. of),Asylum-seekers,106
Kuwait,Iraq,Asylum-seekers,247
Kuwait,Jordan,Asylum-seekers,6
Kuwait,Kuwait,Asylum-seekers,
Kuwait,Lebanon,Asylum-seekers,
Kuwait,Sri Lanka,Asylum-seekers,5
Kuwait,Morocco,Asylum-seekers,
Kuwait,Mali,Asylum-seekers,*
Kuwait,Pakistan,Asylum-seekers,12
Kuwait,Philippines,Asylum-seekers,*
Kuwait,Dem. People's Rep. of Korea,Asylum-seekers,*
Kuwait,Palestinian,Asylum-seekers,*
Kuwait,Sudan,Asylum-seekers,15
Kuwait,Somalia,Asylum-seekers,557
Kuwait,Syrian Arab Rep.,Asylum-seekers,7
Kuwait,Stateless,Asylum-seekers,16
Kuwait,Various/Unknown,Asylum-seekers,
Kuwait,Yemen,Asylum-seekers,10
Lebanon,Afghanistan,Asylum-seekers,19
Lebanon,United Arab Emirates,Asylum-seekers,
Lebanon,Armenia,Asylum-seekers,
Lebanon,Bangladesh,Asylum-seekers,
Lebanon,Bangladesh,Asylum-seekers,11
Lebanon,Bahrain,Asylum-seekers,6
Lebanon,Bahrain,Asylum-seekers,
Lebanon,Bosnia and Herzegovina,Asylum-seekers,
Lebanon,Belarus,Asylum-seekers,
Lebanon,Canada,Asylum-seekers,
Lebanon,Côte d'Ivoire,Asylum-seekers,6
Lebanon,Cameroon,Asylum-seekers,*
Lebanon,Dem. Rep. of the Congo,Asylum-seekers,*
Lebanon,Congo,Asylum-seekers,*
Lebanon,Germany,Asylum-seekers,
Lebanon,Denmark,Asylum-seekers,
Lebanon,Algeria,Asylum-seekers,
Lebanon,Algeria,Asylum-seekers,*
Lebanon,Egypt,Asylum-seekers,81
Lebanon,Eritrea,Asylum-seekers,28
Lebanon,Ethiopia,Asylum-seekers,
Lebanon,Ethiopia,Asylum-seekers,123
Lebanon,Ghana,Asylum-seekers,
Lebanon,Ghana,Asylum-seekers,
Lebanon,Hungary,Asylum-seekers,
Lebanon,Indonesia,Asylum-seekers,
Lebanon,Iran (Islamic Rep. of),Asylum-seekers,
Lebanon,Iran (Islamic Rep. of),Asylum-seekers,42
Lebanon,Iraq,Asylum-seekers,5418
Lebanon,Iraq,Asylum-seekers,
Lebanon,Jordan,Asylum-seekers,
Lebanon,Jordan,Asylum-seekers,43
Lebanon,Kenya,Asylum-seekers,*
Lebanon,Kenya,Asylum-seekers,
Lebanon,Kuwait,Asylum-seekers,9
Lebanon,Liberia,Asylum-seekers,
Lebanon,Libya,Asylum-seekers,
Lebanon,Libya,Asylum-seekers,5
Lebanon,Sri Lanka,Asylum-seekers,*
Lebanon,Sri Lanka,Asylum-seekers,
Lebanon,Morocco,Asylum-seekers,
Lebanon,Rep. of Moldova,Asylum-seekers,
Lebanon,Madagascar,Asylum-seekers,
Lebanon,Madagascar,Asylum-seekers,9
Lebanon,Mali,Asylum-seekers,*
Lebanon,Mauritania,Asylum-seekers,
Lebanon,Nigeria,Asylum-seekers,
Lebanon,Nigeria,Asylum-seekers,5
Lebanon,Oman,Asylum-seekers,
Lebanon,Pakistan,Asylum-seekers,
Lebanon,Pakistan,Asylum-seekers,15
Lebanon,Philippines,Asylum-seekers,6
Lebanon,Philippines,Asylum-seekers,
Lebanon,Palestinian,Asylum-seekers,
Lebanon,Palestinian,Asylum-seekers,8
Lebanon,Romania,Asylum-seekers,
Lebanon,Russian Federation,Asylum-seekers,
Lebanon,Saudi Arabia,Asylum-seekers,
Lebanon,Saudi Arabia,Asylum-seekers,*
Lebanon,Sudan,Asylum-seekers,
Lebanon,Sudan,Asylum-seekers,1087
Lebanon,Somalia,Asylum-seekers,14
Lebanon,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,
Lebanon,South Sudan,Asylum-seekers,41
Lebanon,Suriname,Asylum-seekers,*
Lebanon,Syrian Arab Rep.,Asylum-seekers,
Lebanon,Syrian Arab Rep.,Asylum-seekers,417
Lebanon,Chad,Asylum-seekers,*
Lebanon,Tunisia,Asylum-seekers,*
Lebanon,Tunisia,Asylum-seekers,
Lebanon,Turkey,Asylum-seekers,
Lebanon,Turkey,Asylum-seekers,6
Lebanon,Ukraine,Asylum-seekers,5
Lebanon,Ukraine,Asylum-seekers,
Lebanon,United States of America,Asylum-seekers,
Lebanon,Uzbekistan,Asylum-seekers,
Lebanon,Venezuela (Bolivarian Republic of),Asylum-seekers,
Lebanon,Yemen,Asylum-seekers,
Lebanon,Yemen,Asylum-seekers,11
Liberia,Burkina Faso,Asylum-seekers,
Liberia,Central African Rep.,Asylum-seekers,*
Liberia,Côte d'Ivoire,Asylum-seekers,*
Liberia,Dem. Rep. of the Congo,Asylum-seekers,*
Liberia,Algeria,Asylum-seekers,*
Liberia,Eritrea,Asylum-seekers,*
Liberia,Ethiopia,Asylum-seekers,*
Liberia,Ghana,Asylum-seekers,
Liberia,Guinea,Asylum-seekers,*
Liberia,Gambia,Asylum-seekers,
Liberia,Haiti,Asylum-seekers,*
Liberia,Iraq,Asylum-seekers,*
Liberia,Cambodia,Asylum-seekers,
Liberia,Liberia,Asylum-seekers,
Liberia,Mali,Asylum-seekers,5
Liberia,Mauritania,Asylum-seekers,
Liberia,Nigeria,Asylum-seekers,8
Liberia,Pakistan,Asylum-seekers,6
Liberia,Palestinian,Asylum-seekers,*
Liberia,Rwanda,Asylum-seekers,
Liberia,Sudan,Asylum-seekers,
Liberia,Sierra Leone,Asylum-seekers,*
Liberia,Somalia,Asylum-seekers,*
Liberia,Syrian Arab Rep.,Asylum-seekers,*
Liberia,Togo,Asylum-seekers,9
Liberia,Uganda,Asylum-seekers,
Liberia,South Africa,Asylum-seekers,*
Libya,Afghanistan,Asylum-seekers,*
Libya,Côte d'Ivoire,Asylum-seekers,*
Libya,Cameroon,Asylum-seekers,*
Libya,Dem. Rep. of the Congo,Asylum-seekers,11
Libya,Congo,Asylum-seekers,*
Libya,Algeria,Asylum-seekers,*
Libya,Egypt,Asylum-seekers,*
Libya,Eritrea,Asylum-seekers,4234
Libya,Ethiopia,Asylum-seekers,460
Libya,Ghana,Asylum-seekers,*
Libya,Gambia,Asylum-seekers,*
Libya,Guinea-Bissau,Asylum-seekers,*
Libya,Iraq,Asylum-seekers,533
Libya,Jordan,Asylum-seekers,*
Libya,Liberia,Asylum-seekers,*
Libya,Libya,Asylum-seekers,
Libya,Morocco,Asylum-seekers,*
Libya,Mali,Asylum-seekers,*
Libya,Nigeria,Asylum-seekers,*
Libya,Palestinian,Asylum-seekers,9
Libya,Sudan,Asylum-seekers,1415
Libya,Sierra Leone,Asylum-seekers,*
Libya,Somalia,Asylum-seekers,2168
Libya,Syrian Arab Rep.,Asylum-seekers,
Libya,Chad,Asylum-seekers,51
Libya,Togo,Asylum-seekers,*
Libya,Tunisia,Asylum-seekers,*
Libya,Ukraine,Asylum-seekers,*
Saint Lucia,Sri Lanka,Asylum-seekers,*
Saint Lucia,Syrian Arab Rep.,Asylum-seekers,
Liechtenstein,Afghanistan,Asylum-seekers,*
Liechtenstein,Albania,Asylum-seekers,*
Liechtenstein,Armenia,Asylum-seekers,8
Liechtenstein,Bosnia and Herzegovina,Asylum-seekers,*
Liechtenstein,Belarus,Asylum-seekers,*
Liechtenstein,China,Asylum-seekers,*
Liechtenstein,Algeria,Asylum-seekers,*
Liechtenstein,Egypt,Asylum-seekers,*
Liechtenstein,Eritrea,Asylum-seekers,*
Liechtenstein,Ethiopia,Asylum-seekers,
Liechtenstein,Croatia,Asylum-seekers,6
Liechtenstein,Hungary,Asylum-seekers,*
Liechtenstein,Iran (Islamic Rep. of),Asylum-seekers,
Liechtenstein,Iraq,Asylum-seekers,
Liechtenstein,Kyrgyzstan,Asylum-seekers,*
Liechtenstein,Liechtenstein,Asylum-seekers,
Liechtenstein,Nigeria,Asylum-seekers,*
Liechtenstein,Pakistan,Asylum-seekers,*
Liechtenstein,Romania,Asylum-seekers,*
Liechtenstein,Russian Federation,Asylum-seekers,6
Liechtenstein,Somalia,Asylum-seekers,21
Liechtenstein,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,5
Liechtenstein,Syrian Arab Rep.,Asylum-seekers,*
Liechtenstein,Ukraine,Asylum-seekers,*
Liechtenstein,Various/Unknown,Asylum-seekers,*
Sri Lanka,Afghanistan,Asylum-seekers,88
Sri Lanka,Eritrea,Asylum-seekers,*
Sri Lanka,Iran (Islamic Rep. of),Asylum-seekers,5
Sri Lanka,Iraq,Asylum-seekers,*
Sri Lanka,Sri Lanka,Asylum-seekers,
Sri Lanka,Maldives,Asylum-seekers,*
Sri Lanka,Myanmar,Asylum-seekers,10
Sri Lanka,Nigeria,Asylum-seekers,*
Sri Lanka,Pakistan,Asylum-seekers,832
Sri Lanka,Palestinian,Asylum-seekers,*
Sri Lanka,Somalia,Asylum-seekers,*
Sri Lanka,Syrian Arab Rep.,Asylum-seekers,5
Sri Lanka,Tunisia,Asylum-seekers,*
Sri Lanka,Ukraine,Asylum-seekers,*
Sri Lanka,Yemen,Asylum-seekers,*
Lesotho,Dem. Rep. of the Congo,Asylum-seekers,*
Lesotho,Algeria,Asylum-seekers,
Lesotho,Eritrea,Asylum-seekers,
Lesotho,Ethiopia,Asylum-seekers,*
Lesotho,Uganda,Asylum-seekers,
Lesotho,Zimbabwe,Asylum-seekers,
Lithuania,Afghanistan,Asylum-seekers,46
Lithuania,Armenia,Asylum-seekers,*
Lithuania,Azerbaijan,Asylum-seekers,*
Lithuania,Benin,Asylum-seekers,*
Lithuania,Belarus,Asylum-seekers,*
Lithuania,Côte d'Ivoire,Asylum-seekers,
Lithuania,Cameroon,Asylum-seekers,*
Lithuania,Dem. Rep. of the Congo,Asylum-seekers,*
Lithuania,Cuba,Asylum-seekers,
Lithuania,Germany,Asylum-seekers,*
Lithuania,Egypt,Asylum-seekers,*
Lithuania,Eritrea,Asylum-seekers,
Lithuania,Ethiopia,Asylum-seekers,
Lithuania,Georgia,Asylum-seekers,33
Lithuania,Guinea,Asylum-seekers,*
Lithuania,India,Asylum-seekers,*
Lithuania,Iran (Islamic Rep. of),Asylum-seekers,*
Lithuania,Iraq,Asylum-seekers,*
Lithuania,Israel,Asylum-seekers,
Lithuania,Kazakhstan,Asylum-seekers,*
Lithuania,Kyrgyzstan,Asylum-seekers,*
Lithuania,Sri Lanka,Asylum-seekers,*
Lithuania,Lithuania,Asylum-seekers,
Lithuania,Mexico,Asylum-seekers,*
Lithuania,Nigeria,Asylum-seekers,*
Lithuania,Nepal,Asylum-seekers,*
Lithuania,Pakistan,Asylum-seekers,*
Lithuania,Russian Federation,Asylum-seekers,13
Lithuania,Somalia,Asylum-seekers,
Lithuania,Syrian Arab Rep.,Asylum-seekers,*
Lithuania,Togo,Asylum-seekers,
Lithuania,Tajikistan,Asylum-seekers,*
Lithuania,Ukraine,Asylum-seekers,21
Lithuania,United States of America,Asylum-seekers,*
Lithuania,Uzbekistan,Asylum-seekers,
Lithuania,Viet Nam,Asylum-seekers,6
Lithuania,Stateless,Asylum-seekers,*
Lithuania,Yemen,Asylum-seekers,
Lithuania,Zimbabwe,Asylum-seekers,
Luxembourg,Afghanistan,Asylum-seekers,16
Luxembourg,Angola,Asylum-seekers,7
Luxembourg,Albania,Asylum-seekers,73
Luxembourg,Armenia,Asylum-seekers,5
Luxembourg,Azerbaijan,Asylum-seekers,14
Luxembourg,Burundi,Asylum-seekers,*
Luxembourg,Benin,Asylum-seekers,*
Luxembourg,Burkina Faso,Asylum-seekers,*
Luxembourg,Bangladesh,Asylum-seekers,*
Luxembourg,Bosnia and Herzegovina,Asylum-seekers,105
Luxembourg,Belarus,Asylum-seekers,20
Luxembourg,Bhutan,Asylum-seekers,*
Luxembourg,Central African Rep.,Asylum-seekers,*
Luxembourg,China,Asylum-seekers,*
Luxembourg,Côte d'Ivoire,Asylum-seekers,15
Luxembourg,Cameroon,Asylum-seekers,24
Luxembourg,Dem. Rep. of the Congo,Asylum-seekers,31
Luxembourg,Congo,Asylum-seekers,*
Luxembourg,Cabo Verde,Asylum-seekers,*
Luxembourg,Costa Rica,Asylum-seekers,
Luxembourg,Algeria,Asylum-seekers,61
Luxembourg,Egypt,Asylum-seekers,*
Luxembourg,Eritrea,Asylum-seekers,53
Luxembourg,Ethiopia,Asylum-seekers,15
Luxembourg,Gabon,Asylum-seekers,*
Luxembourg,Georgia,Asylum-seekers,15
Luxembourg,Ghana,Asylum-seekers,*
Luxembourg,Guinea,Asylum-seekers,17
Luxembourg,Gambia,Asylum-seekers,11
Luxembourg,Guinea-Bissau,Asylum-seekers,*
Luxembourg,Equatorial Guinea,Asylum-seekers,*
Luxembourg,India,Asylum-seekers,*
Luxembourg,Iran (Islamic Rep. of),Asylum-seekers,24
Luxembourg,Iraq,Asylum-seekers,40
Luxembourg,Israel,Asylum-seekers,*
Luxembourg,Italy,Asylum-seekers,*
Luxembourg,Jordan,Asylum-seekers,*
Luxembourg,Kazakhstan,Asylum-seekers,*
Luxembourg,Kenya,Asylum-seekers,*
Luxembourg,Kyrgyzstan,Asylum-seekers,*
Luxembourg,Kuwait,Asylum-seekers,*
Luxembourg,Lebanon,Asylum-seekers,*
Luxembourg,Liberia,Asylum-seekers,13
Luxembourg,Libya,Asylum-seekers,17
Luxembourg,Sri Lanka,Asylum-seekers,*
Luxembourg,Lithuania,Asylum-seekers,*
Luxembourg,Luxembourg,Asylum-seekers,
Luxembourg,Morocco,Asylum-seekers,16
Luxembourg,Rep. of Moldova,Asylum-seekers,*
Luxembourg,The former Yugoslav Republic of Macedonia,Asylum-seekers,28
Luxembourg,Mali,Asylum-seekers,5
Luxembourg,Montenegro,Asylum-seekers,90
Luxembourg,Mongolia,Asylum-seekers,
Luxembourg,Mauritania,Asylum-seekers,*
Luxembourg,Niger,Asylum-seekers,*
Luxembourg,Nigeria,Asylum-seekers,61
Luxembourg,Nepal,Asylum-seekers,*
Luxembourg,Pakistan,Asylum-seekers,*
Luxembourg,Peru,Asylum-seekers,
Luxembourg,Dem. People's Rep. of Korea,Asylum-seekers,11
Luxembourg,Palestinian,Asylum-seekers,16
Luxembourg,Russian Federation,Asylum-seekers,19
Luxembourg,Rwanda,Asylum-seekers,*
Luxembourg,Sudan,Asylum-seekers,9
Luxembourg,Senegal,Asylum-seekers,*
Luxembourg,Sierra Leone,Asylum-seekers,5
Luxembourg,Somalia,Asylum-seekers,18
Luxembourg,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,179
Luxembourg,South Sudan,Asylum-seekers,*
Luxembourg,Syrian Arab Rep.,Asylum-seekers,60
Luxembourg,Chad,Asylum-seekers,*
Luxembourg,Togo,Asylum-seekers,11
Luxembourg,Tajikistan,Asylum-seekers,
Luxembourg,Turkmenistan,Asylum-seekers,
Luxembourg,Tunisia,Asylum-seekers,60
Luxembourg,Turkey,Asylum-seekers,33
Luxembourg,United Rep. of Tanzania,Asylum-seekers,*
Luxembourg,Uganda,Asylum-seekers,*
Luxembourg,Ukraine,Asylum-seekers,23
Luxembourg,Uruguay,Asylum-seekers,
Luxembourg,Uzbekistan,Asylum-seekers,
Luxembourg,Viet Nam,Asylum-seekers,
Luxembourg,Stateless,Asylum-seekers,*
Luxembourg,Various/Unknown,Asylum-seekers,*
Luxembourg,Zimbabwe,Asylum-seekers,*
Latvia,Afghanistan,Asylum-seekers,12
Latvia,Armenia,Asylum-seekers,5
Latvia,Azerbaijan,Asylum-seekers,
Latvia,Benin,Asylum-seekers,*
Latvia,Bangladesh,Asylum-seekers,*
Latvia,Belarus,Asylum-seekers,*
Latvia,Côte d'Ivoire,Asylum-seekers,*
Latvia,Cameroon,Asylum-seekers,*
Latvia,Dem. Rep. of the Congo,Asylum-seekers,*
Latvia,Colombia,Asylum-seekers,
Latvia,Cuba,Asylum-seekers,*
Latvia,Algeria,Asylum-seekers,*
Latvia,Egypt,Asylum-seekers,*
Latvia,Eritrea,Asylum-seekers,*
Latvia,Georgia,Asylum-seekers,115
Latvia,Ghana,Asylum-seekers,
Latvia,Iran (Islamic Rep. of),Asylum-seekers,*
Latvia,Iraq,Asylum-seekers,14
Latvia,Kazakhstan,Asylum-seekers,*
Latvia,Kenya,Asylum-seekers,
Latvia,Kyrgyzstan,Asylum-seekers,
Latvia,Sri Lanka,Asylum-seekers,*
Latvia,Latvia,Asylum-seekers,
Latvia,Morocco,Asylum-seekers,*
Latvia,Nigeria,Asylum-seekers,*
Latvia,Pakistan,Asylum-seekers,
Latvia,Palestinian,Asylum-seekers,*
Latvia,Russian Federation,Asylum-seekers,5
Latvia,Sudan,Asylum-seekers,
Latvia,Somalia,Asylum-seekers,*
Latvia,Syrian Arab Rep.,Asylum-seekers,17
Latvia,Turkey,Asylum-seekers,
Latvia,Ukraine,Asylum-seekers,52
Latvia,Uzbekistan,Asylum-seekers,*
Latvia,Viet Nam,Asylum-seekers,10
Latvia,Stateless,Asylum-seekers,*
Latvia,Various/Unknown,Asylum-seekers,*
"Macao SAR, China",Afghanistan,Asylum-seekers,*
"Macao SAR, China",Cameroon,Asylum-seekers,*
"Macao SAR, China",India,Asylum-seekers,*
"Macao SAR, China",Syrian Arab Rep.,Asylum-seekers,*
Morocco,Afghanistan,Asylum-seekers,
Morocco,Angola,Asylum-seekers,6
Morocco,Benin,Asylum-seekers,7
Morocco,Burkina Faso,Asylum-seekers,5
Morocco,Bangladesh,Asylum-seekers,*
Morocco,Botswana,Asylum-seekers,*
Morocco,Central African Rep.,Asylum-seekers,97
Morocco,China,Asylum-seekers,
Morocco,Côte d'Ivoire,Asylum-seekers,369
Morocco,Cameroon,Asylum-seekers,169
Morocco,Dem. Rep. of the Congo,Asylum-seekers,527
Morocco,Congo,Asylum-seekers,59
Morocco,Colombia,Asylum-seekers,*
Morocco,Algeria,Asylum-seekers,6
Morocco,Egypt,Asylum-seekers,*
Morocco,Eritrea,Asylum-seekers,*
Morocco,Ethiopia,Asylum-seekers,*
Morocco,Gabon,Asylum-seekers,*
Morocco,United Kingdom,Asylum-seekers,*
Morocco,Ghana,Asylum-seekers,6
Morocco,Guinea,Asylum-seekers,92
Morocco,Gambia,Asylum-seekers,9
Morocco,Guinea-Bissau,Asylum-seekers,*
Morocco,Guatemala,Asylum-seekers,*
Morocco,Iraq,Asylum-seekers,16
Morocco,Jordan,Asylum-seekers,*
Morocco,Kenya,Asylum-seekers,6
Morocco,Liberia,Asylum-seekers,23
Morocco,Libya,Asylum-seekers,*
Morocco,Mali,Asylum-seekers,183
Morocco,Mauritania,Asylum-seekers,*
Morocco,Malawi,Asylum-seekers,*
Morocco,Namibia,Asylum-seekers,*
Morocco,Niger,Asylum-seekers,7
Morocco,Nigeria,Asylum-seekers,132
Morocco,Nepal,Asylum-seekers,*
Morocco,Pakistan,Asylum-seekers,*
Morocco,Philippines,Asylum-seekers,*
Morocco,Palestinian,Asylum-seekers,14
Morocco,Rwanda,Asylum-seekers,6
Morocco,Sudan,Asylum-seekers,13
Morocco,Senegal,Asylum-seekers,27
Morocco,Sierra Leone,Asylum-seekers,5
Morocco,Somalia,Asylum-seekers,8
Morocco,Syrian Arab Rep.,Asylum-seekers,
Morocco,Chad,Asylum-seekers,7
Morocco,Togo,Asylum-seekers,8
Morocco,Tunisia,Asylum-seekers,*
Morocco,United Rep. of Tanzania,Asylum-seekers,*
Morocco,Uganda,Asylum-seekers,*
Morocco,Yemen,Asylum-seekers,*
Morocco,Zambia,Asylum-seekers,*
Morocco,Zimbabwe,Asylum-seekers,*
Monaco,Various/Unknown,Asylum-seekers,
Rep. of Moldova,Afghanistan,Asylum-seekers,5
Rep. of Moldova,Angola,Asylum-seekers,
Rep. of Moldova,Armenia,Asylum-seekers,*
Rep. of Moldova,Azerbaijan,Asylum-seekers,
Rep. of Moldova,Burkina Faso,Asylum-seekers,*
Rep. of Moldova,Belarus,Asylum-seekers,*
Rep. of Moldova,Cameroon,Asylum-seekers,*
Rep. of Moldova,Dem. Rep. of the Congo,Asylum-seekers,*
Rep. of Moldova,Cuba,Asylum-seekers,*
Rep. of Moldova,Egypt,Asylum-seekers,*
Rep. of Moldova,Eritrea,Asylum-seekers,*
Rep. of Moldova,Ethiopia,Asylum-seekers,*
Rep. of Moldova,Georgia,Asylum-seekers,*
Rep. of Moldova,India,Asylum-seekers,*
Rep. of Moldova,Iran (Islamic Rep. of),Asylum-seekers,*
Rep. of Moldova,Iraq,Asylum-seekers,*
Rep. of Moldova,Italy,Asylum-seekers,*
Rep. of Moldova,Jordan,Asylum-seekers,*
Rep. of Moldova,Japan,Asylum-seekers,*
Rep. of Moldova,Kazakhstan,Asylum-seekers,*
Rep. of Moldova,Kyrgyzstan,Asylum-seekers,9
Rep. of Moldova,Lebanon,Asylum-seekers,*
Rep. of Moldova,Liberia,Asylum-seekers,
Rep. of Moldova,Libya,Asylum-seekers,*
Rep. of Moldova,Rep. of Moldova,Asylum-seekers,
Rep. of Moldova,The former Yugoslav Republic of Macedonia,Asylum-seekers,*
Rep. of Moldova,Mali,Asylum-seekers,*
Rep. of Moldova,Nigeria,Asylum-seekers,*
Rep. of Moldova,Nepal,Asylum-seekers,
Rep. of Moldova,Pakistan,Asylum-seekers,*
Rep. of Moldova,Poland,Asylum-seekers,*
Rep. of Moldova,Palestinian,Asylum-seekers,
Rep. of Moldova,Romania,Asylum-seekers,*
Rep. of Moldova,Russian Federation,Asylum-seekers,*
Rep. of Moldova,Saudi Arabia,Asylum-seekers,*
Rep. of Moldova,Sudan,Asylum-seekers,*
Rep. of Moldova,Sierra Leone,Asylum-seekers,*
Rep. of Moldova,Sweden,Asylum-seekers,*
Rep. of Moldova,Syrian Arab Rep.,Asylum-seekers,22
Rep. of Moldova,Tajikistan,Asylum-seekers,*
Rep. of Moldova,Turkmenistan,Asylum-seekers,*
Rep. of Moldova,Tunisia,Asylum-seekers,*
Rep. of Moldova,Turkey,Asylum-seekers,*
Rep. of Moldova,United Rep. of Tanzania,Asylum-seekers,
Rep. of Moldova,Ukraine,Asylum-seekers,83
Rep. of Moldova,Uzbekistan,Asylum-seekers,*
Rep. of Moldova,Yemen,Asylum-seekers,*
Rep. of Moldova,Zimbabwe,Asylum-seekers,
Madagascar,Afghanistan,Asylum-seekers,*
Madagascar,Central African Rep.,Asylum-seekers,*
Madagascar,Dem. Rep. of the Congo,Asylum-seekers,
Madagascar,Congo,Asylum-seekers,*
Madagascar,Liberia,Asylum-seekers,*
Madagascar,Madagascar,Asylum-seekers,
Madagascar,Pakistan,Asylum-seekers,
Madagascar,Palestinian,Asylum-seekers,*
Madagascar,Rwanda,Asylum-seekers,
Madagascar,Somalia,Asylum-seekers,*
Mexico,Afghanistan,Asylum-seekers,6
Mexico,Angola,Asylum-seekers,
Mexico,Albania,Asylum-seekers,*
Mexico,Argentina,Asylum-seekers,*
Mexico,Burundi,Asylum-seekers,
Mexico,Benin,Asylum-seekers,*
Mexico,Bangladesh,Asylum-seekers,15
Mexico,Belize,Asylum-seekers,*
Mexico,Bolivia (Plurinational State of),Asylum-seekers,
Mexico,Brazil,Asylum-seekers,
Mexico,Canada,Asylum-seekers,*
Mexico,Chile,Asylum-seekers,*
Mexico,China,Asylum-seekers,*
Mexico,Côte d'Ivoire,Asylum-seekers,*
Mexico,Cameroon,Asylum-seekers,12
Mexico,Dem. Rep. of the Congo,Asylum-seekers,7
Mexico,Congo,Asylum-seekers,5
Mexico,Colombia,Asylum-seekers,79
Mexico,Costa Rica,Asylum-seekers,*
Mexico,Cuba,Asylum-seekers,197
Mexico,Czech Rep.,Asylum-seekers,*
Mexico,Dominican Rep.,Asylum-seekers,11
Mexico,Algeria,Asylum-seekers,
Mexico,Ecuador,Asylum-seekers,9
Mexico,Egypt,Asylum-seekers,*
Mexico,Eritrea,Asylum-seekers,*
Mexico,Ethiopia,Asylum-seekers,*
Mexico,France,Asylum-seekers,*
Mexico,Ghana,Asylum-seekers,15
Mexico,Guinea,Asylum-seekers,6
Mexico,Guatemala,Asylum-seekers,118
Mexico,Honduras,Asylum-seekers,1247
Mexico,Haiti,Asylum-seekers,52
Mexico,Indonesia,Asylum-seekers,
Mexico,India,Asylum-seekers,133
Mexico,Iran (Islamic Rep. of),Asylum-seekers,*
Mexico,Iraq,Asylum-seekers,5
Mexico,Jamaica,Asylum-seekers,
Mexico,Jordan,Asylum-seekers,
Mexico,Lebanon,Asylum-seekers,
Mexico,Libya,Asylum-seekers,*
Mexico,Sri Lanka,Asylum-seekers,11
Mexico,Morocco,Asylum-seekers,
Mexico,Mexico,Asylum-seekers,
Mexico,The former Yugoslav Republic of Macedonia,Asylum-seekers,
Mexico,Myanmar,Asylum-seekers,*
Mexico,Mauritania,Asylum-seekers,*
Mexico,Namibia,Asylum-seekers,*
Mexico,Nigeria,Asylum-seekers,50
Mexico,Nicaragua,Asylum-seekers,49
Mexico,Nepal,Asylum-seekers,10
Mexico,Pakistan,Asylum-seekers,5
Mexico,Peru,Asylum-seekers,
Mexico,Palestinian,Asylum-seekers,*
Mexico,Romania,Asylum-seekers,
Mexico,Russian Federation,Asylum-seekers,9
Mexico,Rwanda,Asylum-seekers,
Mexico,Senegal,Asylum-seekers,*
Mexico,Singapore,Asylum-seekers,*
Mexico,Sierra Leone,Asylum-seekers,*
Mexico,El Salvador,Asylum-seekers,692
Mexico,Somalia,Asylum-seekers,7
Mexico,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,
Mexico,Syrian Arab Rep.,Asylum-seekers,6
Mexico,Togo,Asylum-seekers,*
Mexico,Timor-Leste,Asylum-seekers,*
Mexico,Ukraine,Asylum-seekers,10
Mexico,United States of America,Asylum-seekers,16
